ID,Name,Owner,Dine_Type,Mailing_Address,Billing_Address,Postal_Code,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Business_Owner_Year,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Guest_Capacity,Business_Start_Hour,Business_End_Hour,Franchise,Own_Lease,Income_052019_102019,Income_052020_102020,Income_052021_102021,Profit_052019_102019,Profit_052020_102020,Profit_052021_102021,Customers_Weekly_Before_Covid,Customers_Weekly_During_Covid,Customers_Weekly_During_Reopen,Helpfulness
5511,SUBWAY,Ligia Franecki,Restaurant,1604 THE QUEENSWAY,1604 THE QUEENSWAY,"NA",9617935367,8493487329,mekwfgadr@yuetcbzw.bfk,"NA",Under 1 year,1-5 years,5,11,6,9,14,6,Y,N,N,N,Greek,Y,Average,15,11,19,N,Lease,4821365,173310,334370,12932,18232,5328,211,21,159,2
5512,SUBWAY,Efrain Thiel,Restaurant,2575 DANFORTH AVE,2575 DANFORTH AVE,"NA",5475296932,6831926329,gzi@hd.gko,"NA",1-5 years,Under 1 year,8,8,29,24,22,21,Y,N,Y,N,Chinese,Y,Low-end,88,11,20,N,Own,1331871,749966,3487493,9910,4696,9031,369,224,242,1
5513,SUBWAY,Tanna Boyer,Restaurant,265 WINCOTT DR,265 WINCOTT DR,"NA",8561572956,1962387916,vismckghq@agsboqwmk.lwy,"NA",Over 20 years,1-5 years,6,21,21,18,15,26,N,N,N,N,Mexican,Y,Low-end,88,9,19,Y,Lease,3791227,299082,1913804,34461,1250,12763,174,68,286,1
5514,SUBWAY,Virgilio Durgan,Restaurant,5919 LESLIE ST,5919 LESLIE ST,"NA",8563857536,7638727263,chlvebt@pfhyuawr.snk,"NA",11-20 years,11-20 years,23,10,23,28,37,9,N,N,Y,N,Greek,Y,Low-end,36,11,19,Y,Lease,4793307,168632,4679505,3639,2924,33774,287,388,101,1
5515,SUBWAY,Wilburn Marks,Restaurant,60 YONGE ST,60 YONGE ST,"NA",9724386423,8363859516,vrxfmabdqn@uok.vmc,"NA",1-5 years,1-5 years,7,6,2,17,12,1,Y,Y,Y,N,Japanese,N,Average,30,9,18,Y,Own,1143716,891098,3813858,22540,7188,8235,275,299,391,1
5516,SUBWAY,Von Gorczany,Restaurant,74 GERRARD ST E,74 GERRARD ST E,"NA",7484863652,3714561532,gosmjdez@wmeqa.ufk,"NA",11-20 years,11-20 years,27,9,27,38,23,20,Y,Y,Y,N,Vietnamese,N,Low-end,28,9,20,N,Own,4578316,710842,1175192,33785,13552,36752,262,319,443,3
5517,SUBWAY,Marlin Bogisich,Restaurant,366 BLOOR ST E,366 BLOOR ST E,"NA",7484158962,1453247826,ipcrx@iwgd.hzr,"NA",6-10 years,6-10 years,5,20,4,20,34,9,Y,N,N,N,Thai,N,Low-end,105,12,17,Y,Lease,450232,701941,2448406,1732,13055,28678,425,256,145,4
5518,SUBWAY,Long Kunde,Restaurant,250 EGLINTON AVE E,250 EGLINTON AVE E,"NA",4177894597,5268147698,bdmgqrea@fsxq.acw,"NA",Under 1 year,6-10 years,16,21,29,35,20,32,N,Y,N,N,Mexican,Y,High-end,27,9,17,N,Lease,3346546,5538,119083,4456,586,24303,211,467,57,3
5519,SUBWAY,Darron Dibbert,Restaurant,274 COXWELL AVE,274 COXWELL AVE,"NA",8238395768,4768376875,cavdxwbq@vrfgzlwu.kmu,"NA",1-5 years,Over 20 years,15,24,20,12,7,6,N,Y,N,N,Korean,Y,Low-end,36,9,20,N,"Lease, want to purchase",2267814,204952,1630355,5713,8198,37772,348,75,389,1
5520,SUBWAY,Daniella Bosco,Restaurant,843 QUEEN ST W,843 QUEEN ST W,"NA",5638398672,1477862593,vrlkt@svkejnrb.pay,"NA",1-5 years,1-5 years,17,25,14,35,39,21,Y,Y,Y,Y,Mexican,N,High-end,13,10,20,N,Lease,764481,120952,4323016,15542,6003,14062,437,460,259,4
5521,SUBWAY,Rochelle Zieme,Restaurant,320 RICHMOND ST E,320 RICHMOND ST E,"NA",9624574923,2687633716,kt@guctmyqw.cbj,"NA",11-20 years,Under 1 year,19,20,9,25,16,24,Y,N,Y,Y,Japanese,N,Low-end,38,9,17,Y,Own,1396657,135228,3407992,7782,13115,29879,246,22,225,4
5522,SUBWAY,Louie Rodriguez,Restaurant,917 BAY ST,917 BAY ST,"NA",4757291683,1962957413,wuvbfg@po.iks,"NA",11-20 years,1-5 years,7,1,22,33,22,3,N,N,N,N,Indian,Y,Average,92,9,17,N,Lease,968274,738224,4353168,13917,2950,9419,281,219,462,3
5523,SUBWAY,Diedre Carter,Restaurant,2378 LAKE SHORE BLVD W,2378 LAKE SHORE BLVD W,"NA",7969482654,7842956491,xq@gualomvt.kpo,"NA",11-20 years,Over 20 years,5,7,23,21,21,35,Y,N,Y,N,Chinese,Y,Average,42,10,21,N,Own,2324984,306969,3651637,6689,6527,31318,414,102,312,2
5524,SUBWAY,Jermaine Gleason,Restaurant,1016 PAPE AVE,1016 PAPE AVE,"NA",9263756453,3527215827,chwlpvou@jkebgaqpro.tbn,"NA",Over 20 years,1-5 years,25,7,13,38,30,23,Y,Y,N,N,Vietnamese,Y,High-end,132,9,21,N,Lease,3381554,254584,4181085,4261,14975,1268,86,197,480,1
5525,SUBWAY,Shirlene Larson,Restaurant,120 ERINGATE DR,120 ERINGATE DR,"NA",3267627358,5844653962,uwz@i.kpy,"NA",6-10 years,6-10 years,18,11,9,18,38,10,Y,Y,Y,N,Italian,N,Average,12,11,21,N,Lease,1801792,967665,1197301,3253,6707,24201,46,470,218,1
5526,SUBWAY,Lanie Macejkovic,Restaurant,193 NORTH QUEEN ST,193 NORTH QUEEN ST,"NA",9341298675,9269384169,b@kfrocwu.dwo,"NA",6-10 years,11-20 years,17,22,17,23,33,27,Y,Y,N,N,Japanese,Y,Low-end,128,12,22,Y,Lease,3639310,639090,3848829,24623,5599,29138,280,101,82,2
5527,SUBWAY,Nevada Wuckert,Restaurant,259 KING ST E,259 KING ST E,"NA",8527655471,3817986978,vsbpndgwo@zjyhvtfwa.tyv,"NA",Over 20 years,6-10 years,8,21,8,12,36,16,Y,Y,Y,N,Greek,N,Average,106,12,18,N,Lease,1407961,787247,2762331,13116,12994,22963,60,226,230,2
5528,SUBWAY,Chong Smith,Restaurant,20 BATHURST ST,20 BATHURST ST,"NA",8292763581,6583898746,xkedp@waerpsbhgk.lab,"NA",6-10 years,11-20 years,8,14,6,26,28,2,Y,Y,Y,N,Thai,N,Low-end,20,10,18,N,"Lease, want to purchase",1102379,692658,4507744,30775,3603,26675,253,236,379,4
5529,SUBWAY,Maximo Bogan,Restaurant,4172 KINGSTON RD,4172 KINGSTON RD,"NA",3653784712,7947983215,pdkaov@ch.pxv,"NA",Under 1 year,Under 1 year,19,24,11,23,9,13,Y,N,Y,N,Indian,Y,High-end,121,12,20,Y,Own,2447451,521346,362103,5515,23259,13269,246,24,281,1
5530,SUBWAY,Eleanor Olson,Restaurant,60 GRAND MARSHALL DR,60 GRAND MARSHALL DR,"NA",9649138723,1249811268,lcbzor@mlpcrgw.xld,"NA",6-10 years,11-20 years,6,27,13,24,32,2,Y,N,N,N,Chinese,N,Low-end,49,12,17,N,Lease,646542,63320,3404428,25683,12123,9677,300,452,349,4
5531,SUBWAY,Isobel Bartell,Restaurant,"321 CARLAW AVE, Unit-103","321 CARLAW AVE, Unit-103","NA",1479646739,1457124192,bkpdimu@vyuqpzjln.gvb,"NA",11-20 years,Under 1 year,18,10,22,9,20,21,Y,N,N,N,Vietnamese,Y,Average,73,11,17,Y,Own,834726,590163,2999808,28698,4382,16697,254,116,106,3
5532,SUBWAY,Paul White,Restaurant,1395 QUEEN ST W,1395 QUEEN ST W,"NA",5649537254,7645132517,qyucpxrtj@m.qgt,"NA",Under 1 year,1-5 years,19,22,4,13,36,25,N,N,N,N,Japanese,Y,Low-end,50,9,22,Y,Lease,3071650,965884,785777,14702,8943,15913,384,422,451,3
5533,SUBWAY,Ladawn Baumbach,Restaurant,1856 AVENUE RD,1856 AVENUE RD,"NA",3987288723,4657561857,lyu@jvnylzisc.aqu,"NA",Over 20 years,6-10 years,16,4,12,26,8,34,N,Y,N,N,Mediterranean,N,Average,18,11,20,N,Own,734736,892191,3998949,25134,15540,22516,344,17,297,4
5534,SUBWAY,Ross Stokes,Restaurant,396 SPADINA RD,396 SPADINA RD,"NA",7825362417,6214184785,y@zgq.nof,"NA",1-5 years,Under 1 year,29,16,15,29,21,16,Y,Y,Y,N,American,N,Low-end,121,11,18,N,Own,4283493,826608,743802,24834,9970,501,180,55,157,4
5535,SUBWAY,Tim Feeney,Restaurant,132 FRONT ST E,132 FRONT ST E,"NA",5328597218,3727899314,zarsvkm@dnogxwte.epq,"NA",Under 1 year,1-5 years,14,11,26,32,23,17,Y,N,N,Y,Korean,Y,Average,81,9,20,N,Lease,1362087,463760,3216994,15419,15012,19617,241,360,35,2
5536,SUBWAY,Dalton Powlowski,Restaurant,2125 LAKE SHORE BLVD W,2125 LAKE SHORE BLVD W,"NA",8624891683,6912658697,gvmorky@sb.hbx,"NA",11-20 years,1-5 years,28,28,29,11,31,29,Y,N,N,N,Mediterranean,N,High-end,106,9,17,N,Lease,4610354,346793,3632712,39465,10288,24587,376,278,424,4
5537,SUBWAY,Dale Bogan,Restaurant,127 YONGE ST,127 YONGE ST,"NA",8457642531,5893858594,bphwul@flsgxbn.wfy,"NA",11-20 years,6-10 years,20,6,5,28,13,30,N,Y,Y,N,Korean,N,Average,85,9,18,Y,Lease,1528518,129767,2674965,228,12096,20000,370,496,197,3
5538,SUBWAY,Dominique Cremin,Restaurant,514 KING ST E,514 KING ST E,"NA",8253689461,3274628912,ylnvbjzq@ypxzfqg.kjl,"NA",11-20 years,11-20 years,26,1,9,36,19,26,Y,N,Y,N,Others,N,High-end,147,9,18,N,Own,4149251,336853,1710858,37691,22105,11639,129,132,230,2
5539,SUBWAY,Jessie Terry,Restaurant,626A SHEPPARD AVE W,626A SHEPPARD AVE W,"NA",7381479256,5911843762,plyfai@chg.kyj,"NA",Over 20 years,Under 1 year,5,10,29,22,10,20,Y,N,Y,N,Japanese,N,Low-end,15,12,20,Y,"Lease, want to purchase",2835201,892922,3093347,17660,9274,39192,499,424,349,3
5540,SUBWAY,Ariel Roob,Restaurant,268 DUPONT ST,268 DUPONT ST,"NA",3929873864,5479759725,xvmwjsf@oluixeatf.kup,"NA",11-20 years,Over 20 years,23,28,20,28,25,25,Y,Y,Y,N,Others,Y,High-end,14,12,22,N,Lease,4614724,453795,3887698,12711,5665,35223,291,344,399,3
5541,SUBWAY,Ginny Quitzon,Restaurant,415 THE WESTWAY,415 THE WESTWAY,"NA",6792974623,7158355637,oc@ui.yxt,"NA",Under 1 year,6-10 years,13,3,7,28,21,20,Y,N,Y,N,Indian,Y,Low-end,74,9,18,N,Lease,1810434,134299,1104802,20338,15174,8627,49,360,375,3
5542,SUBWAY,Arthur Walsh,Restaurant,"1390 DON MILLS RD, Unit-A201","1390 DON MILLS RD, Unit-A201","NA",4512933428,1757519381,wdeti@dhn.obg,"NA",1-5 years,Under 1 year,27,25,4,36,9,9,Y,Y,Y,N,Greek,N,High-end,146,10,21,Y,Lease,3926634,902596,1969301,38117,2803,16174,234,483,465,1
5543,SUBWAY,Ozie Strosin,Restaurant,209 VICTORIA ST,209 VICTORIA ST,"NA",4186837918,4278492681,tehzpbd@tsi.uqh,"NA",1-5 years,1-5 years,26,22,8,19,23,27,Y,N,Y,N,Korean,Y,Average,53,11,18,Y,Own,3918812,962681,4652944,15635,22165,14763,350,431,287,2
5544,SUBWAY,Irmgard Ferry,Restaurant,7 CURITY AVE,7 CURITY AVE,"NA",1358572431,2515696873,udjrl@rkpgyiz.xzc,"NA",Under 1 year,Under 1 year,16,10,15,21,24,37,Y,Y,Y,Y,Chinese,N,Low-end,90,9,20,N,Own,3698801,615358,4756519,23687,1192,24092,484,19,278,2
5545,SUBWAY,Arturo Ritchie,Restaurant,968 KINGSTON RD,968 KINGSTON RD,"NA",6892467289,4138495279,cqkhont@uwjtxvdmp.gev,"NA",6-10 years,1-5 years,19,20,4,26,32,22,N,Y,Y,N,Chinese,N,Low-end,45,10,18,Y,Lease,1679322,475879,1058464,9918,5918,39828,63,93,163,3
5546,SUBWAY,Wally King,Restaurant,696 ST CLAIR AVE W,696 ST CLAIR AVE W,"NA",5139461784,7492488617,upbzj@x.bvy,"NA",Under 1 year,Over 20 years,10,27,10,34,0,4,N,Y,Y,Y,Chinese,Y,Average,28,11,21,N,Lease,4285687,364421,4942836,10196,20424,39524,2,139,351,1
5547,SUBWAY,Kathi Kerluke,Restaurant,1533 STEELES AVE E,1533 STEELES AVE E,"NA",8519732136,1566379526,spnlkf@nzcxij.col,"NA",6-10 years,1-5 years,10,29,9,12,33,19,N,Y,Y,N,Others,Y,Low-end,94,10,21,Y,Own,583566,319391,670788,27471,23196,8138,441,8,414,4
5548,SUBWAY,Wilton Deckow,Restaurant,2140 KIPLING AVE,2140 KIPLING AVE,"NA",8379844627,5671461976,ozlgskwnc@f.cvo,"NA",1-5 years,Under 1 year,28,25,20,22,17,17,Y,Y,Y,Y,Japanese,Y,Average,72,11,18,Y,Lease,3708435,978092,3564580,35472,21279,34801,165,94,102,1
5549,SUBWAY,Andrea Beier,Restaurant,1763 EGLINTON AVE W,1763 EGLINTON AVE W,"NA",3966795813,5394211268,jtayi@l.oue,"NA",1-5 years,1-5 years,18,25,4,21,26,6,Y,Y,N,N,Greek,N,Average,23,10,22,N,"Lease, want to purchase",4815216,543457,2364217,37780,9081,38877,495,185,393,2
5550,SUBWAY,Anastacia Effertz,Restaurant,25 WOODBINE DOWNS BLVD,25 WOODBINE DOWNS BLVD,"NA",5832152536,4515414873,ewr@um.rwn,"NA",1-5 years,Under 1 year,28,8,19,37,2,6,Y,N,Y,N,Mexican,N,Low-end,72,10,19,N,"Lease, want to purchase",3571976,376339,233791,6172,8384,18885,423,281,98,1
5551,SUBWAY,Kira Daniel,Restaurant,3295 YONGE ST,3295 YONGE ST,"NA",3986197249,2686953587,sntebkymg@qcal.xpc,"NA",11-20 years,6-10 years,11,22,23,26,36,29,Y,N,N,N,Mexican,Y,Average,12,12,21,Y,Own,2983114,497068,178917,10275,15433,35611,316,80,364,3
5552,SUBWAY,Alesia Kuvalis,Restaurant,"11 WESTMORE DR, Unit-1","11 WESTMORE DR, Unit-1","NA",9439347831,7486976295,w@qves.wpx,"NA",Under 1 year,6-10 years,27,13,12,36,38,15,Y,Y,Y,N,Italian,N,High-end,117,9,22,N,Lease,2938687,554674,3084489,29523,20303,39685,109,389,12,3
5553,SUBWAY,Olen Connelly,Restaurant,4927 DUNDAS ST W,4927 DUNDAS ST W,"NA",5191655261,6257387394,gfah@upj.qlf,"NA",1-5 years,6-10 years,24,3,15,11,22,2,Y,Y,Y,Y,Greek,Y,Average,103,12,21,Y,Own,2185665,383652,3462491,11212,16523,35956,417,193,270,2
5554,SUBWAY,Frederick Schmeler,Restaurant,2985 BLOOR ST W,2985 BLOOR ST W,"NA",7322153572,2953255897,lwv@hnldc.kyc,"NA",Over 20 years,Under 1 year,28,10,27,8,16,22,Y,N,Y,N,Greek,N,High-end,42,12,22,N,Lease,1259909,128345,447556,6252,2226,21095,82,373,4,3
5555,SUBWAY,Tegan Borer,Restaurant,1506 YONGE ST,1506 YONGE ST,"NA",6928192315,1759815817,ras@g.yzl,"NA",Under 1 year,Under 1 year,29,10,4,35,27,39,Y,N,Y,Y,Chinese,Y,Low-end,143,12,21,N,Own,3731984,829044,929444,30049,142,15677,356,17,441,4
5556,SUBWAY,Everett Hagenes,Restaurant,"1265 YORK MILLS RD, Unit-F1-2","1265 YORK MILLS RD, Unit-F1-2","NA",7966435928,3578171369,rcsavjkfg@ebsqmcjd.npz,"NA",1-5 years,Under 1 year,18,8,3,33,33,7,Y,Y,Y,N,Chinese,Y,Low-end,43,12,21,N,Own,1181344,786190,2791731,5240,1350,26807,322,35,47,1
5557,SUBWAY,Elmo Boyer,Restaurant,"285 REXDALE BLVD, UNIT-3","285 REXDALE BLVD, UNIT-3","NA",4595329153,3729526293,gvbolcteu@mtvz.nhv,"NA",11-20 years,Over 20 years,27,22,24,31,35,27,N,N,N,N,Korean,Y,Low-end,9,10,20,N,Lease,2988829,283627,3769328,31542,5076,15215,346,493,363,2
5558,SUBWAY,Evan Bednar,Restaurant,385 QUEEN ST W,385 QUEEN ST W,"NA",8745347534,7865945983,fla@pthgnfk.brc,"NA",6-10 years,6-10 years,10,27,22,21,17,6,Y,N,Y,N,Japanese,Y,Average,49,11,21,N,Lease,1724188,446326,107524,17439,14941,34736,86,379,401,4
5559,SUBWAY,Reggie Dibbert,Restaurant,365 EGLINTON AVE W,365 EGLINTON AVE W,"NA",5482738621,5631588312,yhmt@afd.axc,"NA",11-20 years,Under 1 year,18,6,19,35,37,37,Y,Y,N,N,Thai,Y,Average,148,11,18,Y,Own,147813,135869,2528571,3440,12415,33529,87,199,359,2
5560,SUBWAY,Elvis Lehner,Restaurant,1008 EGLINTON AVE W,1008 EGLINTON AVE W,"NA",6412382983,7594189135,ewzmdbuyk@ykungoz.kxc,"NA",Under 1 year,Under 1 year,13,6,25,22,33,33,Y,N,Y,N,Japanese,N,Average,8,10,20,Y,"Lease, want to purchase",4386904,152664,1711381,9583,20362,17685,370,426,247,2
5561,SUBWAY,Harry Barrows,Restaurant,777 BAY ST,777 BAY ST,"NA",5836976473,2638635312,uvdbr@uktjxfzoyl.tzs,"NA",11-20 years,1-5 years,23,28,13,17,7,27,Y,Y,Y,N,Mexican,N,Average,132,12,19,Y,Lease,1023590,571247,2612747,16660,7016,4446,473,415,474,4
5562,SUBWAY,Dusty Swaniawski,Restaurant,3560 LAKE SHORE BLVD W,3560 LAKE SHORE BLVD W,"NA",2783895196,9634234398,wpsjafgztd@fnykqj.irh,"NA",1-5 years,6-10 years,9,19,4,20,15,8,Y,Y,Y,N,Vietnamese,N,Average,101,10,19,Y,Own,2593893,969718,3649988,13153,24894,34773,479,145,208,4
5563,SUBWAY,Barrett Labadie,Restaurant,10 LOWER SPADINA AVE,10 LOWER SPADINA AVE,"NA",9631746547,9348313764,r@oqhgpdew.lta,"NA",11-20 years,1-5 years,20,10,2,26,23,9,Y,Y,Y,N,Vietnamese,N,Average,78,9,19,N,Lease,385110,59384,4423031,4060,2267,39907,13,420,154,1
5564,SUBWAY,Wesley Dibbert,Restaurant,1 CENTRE ISLAND PK,1 CENTRE ISLAND PK,"NA",4931292943,8519463285,lrdvfpsze@ilm.tnf,"NA",1-5 years,1-5 years,28,23,25,19,10,19,Y,N,Y,N,Greek,Y,High-end,98,9,21,N,Own,4810778,721629,564791,23602,6585,22160,498,24,72,1
5565,SUBWAY,Marvin Hermann,Restaurant,"75 ELLESMERE RD, Unit-B4","75 ELLESMERE RD, Unit-B4","NA",1463499287,5676535637,bnq@k.ega,"NA",11-20 years,Under 1 year,23,3,22,35,33,21,Y,Y,Y,N,Chinese,Y,Low-end,80,10,20,N,Lease,714435,611882,813840,20861,10708,22443,288,459,104,4
5566,SUBWAY,Rene Terry,Restaurant,3316 KEELE ST,3316 KEELE ST,"NA",4382691986,6373715368,rngyewlt@d.imh,"NA",11-20 years,Under 1 year,5,6,26,33,35,36,Y,Y,Y,N,Thai,Y,Low-end,56,12,20,N,Own,2164832,82185,2432923,29645,3369,5983,251,335,320,3
5567,SUBWAY,Elfriede Moore,Restaurant,"751 DON MILLS RD, Unit-1","751 DON MILLS RD, Unit-1","NA",5178939518,8523857625,xmfzeakus@lznqhu.xsw,"NA",6-10 years,Under 1 year,16,8,6,36,29,3,Y,Y,N,N,Mediterranean,Y,Average,46,9,17,N,"Lease, want to purchase",756729,577998,1709529,39617,787,24513,193,182,158,2
5568,SUBWAY,Kirby Harber,Restaurant,1194A WESTON RD,1194A WESTON RD,"NA",2588417632,4398457839,dba@hwzasj.emw,"NA",Under 1 year,1-5 years,16,20,18,15,37,4,Y,N,Y,N,Chinese,Y,Low-end,24,11,20,Y,"Lease, want to purchase",4315829,869161,125998,16367,18454,31508,352,312,51,4
5569,SUBWAY,Glynda Berge,Restaurant,3850 SHEPPARD AVE E,3850 SHEPPARD AVE E,"NA",5675972954,2743754137,ldbcumzg@lzjbnmef.whp,"NA",1-5 years,1-5 years,8,23,7,18,5,20,Y,N,Y,N,Chinese,Y,High-end,30,10,20,Y,Lease,4138820,50601,4950081,20491,5251,25324,309,207,258,2
5570,SUBWAY,Santina Welch,Restaurant,195 COLLEGE ST,195 COLLEGE ST,"NA",1288617916,3943649486,fn@umecxd.ogr,"NA",1-5 years,Under 1 year,23,2,28,30,6,13,Y,Y,Y,N,Greek,N,Average,119,12,19,N,Lease,3266767,863749,4959861,10310,22077,35646,205,444,245,1
5571,SUBWAY,Frida Lowe,Restaurant,"3030 DON MILLS RD E, Unit-27","3030 DON MILLS RD E, Unit-27","NA",9528212781,2693214956,vjkmt@iemhx.pvl,"NA",1-5 years,1-5 years,15,6,15,30,11,36,Y,Y,N,N,Japanese,N,Low-end,119,12,18,Y,Lease,2685424,479180,841636,34440,6869,32548,61,197,457,1
5572,SUBWAY,Jerald Nolan,Restaurant,"1020 ISLINGTON AVE, Unit-2A","1020 ISLINGTON AVE, Unit-2A","NA",3566471486,7635165241,jy@iop.cgk,"NA",Over 20 years,6-10 years,14,3,2,37,36,34,Y,Y,Y,N,Mexican,N,High-end,97,9,18,Y,Lease,154246,890584,4933425,32292,10474,38911,111,26,189,3
5573,SUBWAY,Alan Reichel,Restaurant,936 DIXON RD,936 DIXON RD,"NA",7256172853,5215686438,cywx@veizumghrq.rud,"NA",1-5 years,1-5 years,18,6,5,14,3,10,Y,N,Y,Y,Mexican,N,High-end,134,9,20,N,Lease,2664679,890072,1052330,21157,16884,9101,179,469,8,1
5574,SUBWAY,Horace Corkery,Restaurant,"6210 FINCH AVE W, Unit-103","6210 FINCH AVE W, Unit-103","NA",7541288691,2684585714,zinsr@svbh.fbc,"NA",6-10 years,Under 1 year,15,11,23,12,38,30,Y,N,N,N,Greek,N,Average,93,9,21,N,Own,3274322,867387,270762,314,12198,34063,160,121,368,2
5575,SUBWAY,Altagracia Lehner,Restaurant,1568 DANFORTH AVE,1568 DANFORTH AVE,"NA",1933426529,3763416584,fcgin@sectbvk.tsv,"NA",11-20 years,Over 20 years,15,22,17,23,36,4,N,Y,N,N,Mediterranean,N,Low-end,90,9,18,N,Lease,3560272,282619,4187794,1004,10881,26570,165,58,135,3
5576,SUBWAY,Todd Lakin,Restaurant,"2473 KINGSTON RD, Unit-113","2473 KINGSTON RD, Unit-113","NA",7695796598,4596497695,ytaqmbnvro@yjmlp.byw,"NA",Over 20 years,Under 1 year,15,3,6,25,27,32,Y,N,Y,N,Greek,Y,Average,107,10,20,N,Own,276718,130608,2349707,12767,19762,22998,332,234,186,2
5577,SUBWAY,Ollie Marquardt,Restaurant,"895 LAWRENCE AVE E, Unit-17","895 LAWRENCE AVE E, Unit-17","NA",4812848145,1962452536,trkf@bvi.zqe,"NA",1-5 years,Under 1 year,7,4,12,11,22,10,Y,N,Y,N,Vietnamese,N,Average,104,12,18,N,Own,2827765,891794,1318954,8405,2386,1345,155,138,362,4
5578,SUBWAY,Anya Schinner,Restaurant,2735 LAKE SHORE BLVD W,2735 LAKE SHORE BLVD W,"NA",9855968356,7245242584,or@o.caj,"NA",Under 1 year,Under 1 year,10,14,2,27,15,26,Y,Y,N,N,Vietnamese,N,Average,145,11,20,Y,Lease,1119719,55625,4322517,25316,10588,14708,139,220,407,1
5579,SUBWAY,Elyse Schaefer,Restaurant,3353 BLOOR ST W,3353 BLOOR ST W,"NA",9157849723,8619257891,kwmo@m.qso,"NA",11-20 years,Over 20 years,13,13,8,19,37,5,N,Y,N,N,Others,N,Average,88,10,17,Y,Own,765848,240437,188693,36198,22221,20434,86,68,146,3
5580,SUBWAY,Odell Ward,Restaurant,1123 ST CLAIR AVE W,1123 ST CLAIR AVE W,"NA",4214985487,8325164679,hq@pzjrgvh.hjw,"NA",Under 1 year,1-5 years,15,6,12,17,14,32,Y,Y,Y,Y,Greek,N,Average,43,9,22,Y,Lease,1264123,623036,2063468,27097,14801,8527,211,305,150,2
5581,SUBWAY,Callie Walter,Restaurant,"452 RATHBURN RD, Unit-4","452 RATHBURN RD, Unit-4","NA",5266958165,5614858735,nhflpygrx@ftvkzsu.ocf,"NA",Under 1 year,11-20 years,18,22,20,36,20,13,N,Y,Y,Y,Others,N,Low-end,113,12,18,Y,Own,2151203,76,2995141,31565,23438,8649,39,293,401,2
5582,SUBWAY,Lashonda Zboncak,Restaurant,2897 DUNDAS ST W,2897 DUNDAS ST W,"NA",5184769753,6484374637,fmxh@evbnh.szt,"NA",6-10 years,11-20 years,10,17,25,9,22,38,Y,N,Y,N,Vietnamese,Y,High-end,105,9,20,Y,"Lease, want to purchase",2623755,600209,1551181,28336,6502,7061,16,147,6,1
5583,SUBWAY,Brent Rutherford,Restaurant,"875 YORK MILLS RD, Unit-4","875 YORK MILLS RD, Unit-4","NA",9423942957,8126182964,rsbqdji@is.bvf,"NA",Over 20 years,11-20 years,16,10,6,25,20,10,Y,Y,N,N,Indian,N,Average,121,9,21,N,"Lease, want to purchase",2698924,702986,1982,10897,9848,38445,263,229,82,3
5584,SUBWAY,Kirby McLaughlin,Restaurant,5091 SHEPPARD AVE E,5091 SHEPPARD AVE E,"NA",9784694856,5174363417,azprdilq@bsoj.otc,"NA",6-10 years,6-10 years,5,23,5,16,15,5,Y,Y,Y,Y,Greek,N,High-end,105,12,17,N,Own,2304944,614283,4930828,19885,17078,27975,80,164,41,1
5585,SUBWAY,Harold Schamberger,Restaurant,2555 VICTORIA PARK AVE,2555 VICTORIA PARK AVE,"NA",1372577819,7437524167,qxtpencsa@nclfhk.ukv,"NA",Under 1 year,Under 1 year,18,28,7,19,24,19,Y,Y,N,N,Japanese,N,High-end,59,12,19,Y,Lease,2065013,349537,1309333,35197,23709,6143,180,386,495,4
5586,SUBWAY,Era Monahan,Restaurant,932 YONGE ST,932 YONGE ST,"NA",3718249728,8979269374,mqckuent@iufwqmpk.xcn,"NA",1-5 years,11-20 years,7,5,2,25,29,32,Y,N,Y,Y,Vietnamese,Y,Average,16,9,22,Y,Lease,1965404,906729,4245828,23917,16384,27054,456,460,393,1
5587,SUBWAY,Sharie O'Keefe,Restaurant,"105 THE POND RD, Unit-20","105 THE POND RD, Unit-20","NA",1641232376,1248549546,rwisxmuf@glirmp.rws,"NA",6-10 years,1-5 years,22,15,13,31,35,3,Y,N,N,N,Others,N,Average,50,12,19,N,Lease,187841,349932,4332893,28892,23607,38987,62,245,460,2
5588,SUBWAY,Keneth Turner,Restaurant,"2261 ISLINGTON AVE, Unit-105","2261 ISLINGTON AVE, Unit-105","NA",5891693821,2935873794,hlvu@umnw.hce,"NA",Under 1 year,11-20 years,17,14,7,18,22,2,Y,N,Y,N,Greek,N,Low-end,44,11,21,Y,Own,2275457,403324,2972027,5937,10555,6910,125,399,453,1
5589,SUBWAY,Dori Corkery,Restaurant,344 QUEEN ST E,344 QUEEN ST E,"NA",2939188912,7495369358,nug@dqzrliwao.qun,"NA",Under 1 year,6-10 years,18,13,12,36,13,18,N,Y,Y,N,Chinese,N,Low-end,90,10,17,N,Lease,1339943,53285,2791313,8830,2754,16081,225,215,171,4
